,average_price_per_area,price,area,bedrooms,airconditioning,bathrooms,guestroom,prefarea,furnishingstatus
87,688.5964912280701,5495000,7980,3,0,1,0,0,1
88,690.0584795321637,4130000,5985,3,0,1,0,0,1
89,696.3350785340314,3325000,4775,4,0,1,0,0,0
90,698.4444444444445,3143000,4500,3,1,1,0,0,0
91,700.0,2450000,3500,2,0,1,1,0,0
92,700.0,2100000,3000,4,0,1,0,0,0
93,700.0,6300000,9000,3,0,1,0,1,0
94,703.3018867924528,4473000,6360,2,1,1,0,0,0
95,703.8764208685515,4830000,6862,3,1,1,0,1,0
96,707.070707070707,2800000,3960,3,0,1,0,0,0
97,707.3684210526316,3360000,4750,2,0,1,0,0,0
98,709.5088819226751,3395000,4785,3,1,1,1,0,0
99,712.7272727272727,3920000,5500,4,0,1,1,0,1
100,717.9487179487179,4200000,5850,2,0,1,1,0,1
101,719.4444444444445,2590000,3600,2,0,1,0,0,0
102,719.4444444444445,2590000,3600,2,0,2,0,0,0
103,724.1379310344828,4200000,5800,3,0,1,0,0,1
104,724.3055555555555,5215000,7200,3,0,1,1,1,0
105,726.4150943396227,2310000,3180,2,0,1,0,0,0
106,726.4150943396227,3850000,5300,5,0,2,0,0,1
107,727.4247491638796,6090000,8372,3,1,1,0,0,0
108,729.1666666666666,2380000,3264,2,0,1,0,0,0
109,729.1666666666666,4900000,6720,3,0,1,0,0,0
110,731.25,4095000,5600,2,1,1,0,0,1
111,736.8421052631579,3220000,4370,3,0,1,0,0,0
112,738.0381086803105,5229000,7085,3,0,1,1,1,1
113,738.0434782608696,4753000,6440,2,1,1,0,0,1
114,742.4242424242424,9800000,13200,3,1,1,0,1,0
115,745.3703703703703,4025000,5400,3,0,1,0,0,1
116,750.5827505827506,6440000,8580,5,0,3,0,0,0
117,752.5,6020000,8000,3,1,1,1,1,1
118,753.0454042081949,4760000,6321,3,1,1,0,0,0
119,760.8695652173913,3500000,4600,4,0,1,0,0,1
120,761.2574341546305,4480000,5885,2,1,1,0,0,0
121,763.2398753894081,2450000,3210,3,0,1,0,0,0
122,763.6363636363636,5040000,6600,3,0,1,1,1,0
123,763.6363636363636,4200000,5500,3,1,1,0,0,0
124,764.3678160919541,2660000,3480,2,0,1,0,0,1
125,769.2307692307693,3150000,4095,2,0,1,0,0,1
126,777.7777777777778,4900000,6300,3,1,1,0,0,1
127,780.4054054054054,6930000,8880,3,1,2,0,0,0
128,781.6666666666666,4690000,6000,2,1,1,0,0,0
129,784.2323651452282,3780000,4820,3,0,1,0,0,1
130,789.0909090909091,6510000,8250,3,1,2,0,0,0
131,790.633608815427,2870000,3630,2,0,1,0,0,0
132,793.3333333333334,3570000,4500,4,0,2,0,0,0
133,794.8717948717949,5425000,6825,3,1,1,1,1,1
134,796.1711711711712,7070000,8880,2,1,1,0,0,1
135,799.6688741721854,4830000,6040,3,0,1,0,1,1
136,800.4347826086956,5523000,6900,3,0,1,1,1,1
137,801.1111111111111,3605000,4500,2,0,1,0,0,1
138,801.3157894736842,3045000,3800,2,0,1,0,0,0
139,802.6666666666666,3010000,3750,3,0,1,0,0,0
140,803.2786885245902,5390000,6710,3,0,2,1,1,0
141,805.0,7245000,9000,4,1,2,1,1,0
142,809.0909090909091,3115000,3850,3,0,1,0,0,0
143,812.8415300546449,5950000,7320,4,0,2,0,0,0
144,813.3012820512821,4060000,4992,3,0,2,0,0,0
145,813.3802816901408,4620000,5680,3,1,1,1,0,1
146,814.3564356435644,3290000,4040,2,0,1,0,0,0
147,815.5339805825242,3360000,4120,2,0,1,0,0,0
148,816.6666666666666,2450000,3000,2,0,1,0,0,0
149,821.2290502793296,5880000,7160,3,0,1,0,1,0
150,822.8460793804453,5950000,7231,3,1,1,1,1,1
151,823.019801980198,3325000,4040,2,0,1,0,0,0
152,825.4716981132076,3500000,4240,3,1,1,0,0,1
153,827.2727272727273,5460000,6600,4,0,2,1,1,1
154,829.0,5803000,7000,3,0,1,0,1,1
155,829.2011019283747,3010000,3630,4,0,1,0,0,1
156,829.6906523201076,4935000,5948,3,1,1,0,0,1
157,832.967032967033,2653000,3185,2,1,1,0,0,0
158,833.3333333333334,4200000,5040,3,1,1,0,0,0
159,834.5736434108527,5383000,6450,3,0,2,1,0,0
160,837.7049180327868,5110000,6100,3,1,1,0,1,1
161,840.0,2520000,3000,2,0,1,0,0,0
162,844.8275862068965,4900000,5800,2,1,1,1,0,1
163,847.2772277227723,3423000,4040,2,0,1,0,0,0
164,847.5783475783476,5950000,7020,3,1,1,0,1,1
165,848.4848484848485,5600000,6600,4,0,2,0,1,1
166,848.7237237237238,5652500,6660,4,0,2,1,1,1
167,848.8805970149253,4550000,5360,3,0,1,0,1,0
168,850.4672897196261,3640000,4280,2,1,1,0,0,1
169,853.9648367420165,2380000,2787,4,0,2,0,0,0
170,855.2631578947369,4550000,5320,3,0,1,1,1,1
171,857.5,3430000,4000,2,0,1,0,0,0
172,860.5371900826447,4165000,4840,3,0,1,0,0,1
173,866.6115702479339,5243000,6050,3,0,1,0,1,1
174,867.6160337552743,3290000,3792,4,0,1,0,0,1
175,868.5185185185185,4690000,5400,2,0,1,0,1,1
176,872.463768115942,6020000,6900,3,0,2,1,1,0
177,873.8191632928475,6475000,7410,3,1,1,1,1,0
178,875.0,2100000,2400,3,0,1,0,0,0
179,875.0,6300000,7200,3,1,2,0,0,1
180,877.1929824561404,3500000,3990,3,0,1,0,0,1
181,879.2270531400966,5460000,6210,4,1,1,1,0,0
182,880.503144654088,5600000,6360,3,0,1,0,1,1
183,881.3559322033898,3640000,4130,3,0,2,0,0,1
184,885.2525252525253,4382000,4950,4,1,1,0,0,1
185,885.2941176470588,6020000,6800,2,0,1,1,0,0
186,886.6666666666666,7980000,9000,4,1,2,0,0,0
187,887.2377622377622,5075000,5720,2,1,1,0,1,0
188,888.4615384615385,3234000,3640,4,0,1,0,0,0
189,890.0,3115000,3500,2,0,1,0,0,0
190,890.9090909090909,3430000,3850,3,0,1,0,0,0
191,891.6234887737478,4130000,4632,4,1,1,0,0,1
192,894.9186991869918,4403000,4920,3,0,1,0,0,1
193,895.0819672131148,5460000,6100,3,1,1,1,1,1
194,895.4545454545455,6895000,7700,3,0,2,0,0,0
195,896.0,3360000,3750,3,0,1,0,0,0
196,900.0,4410000,4900,2,0,1,0,0,1
197,901.25,3605000,4000,2,0,1,0,1,1
198,902.2540983606557,4403000,4880,3,0,1,0,1,0
199,902.5157232704403,5740000,6360,3,1,1,1,1,0
200,904.6153846153846,5880000,6500,3,1,2,0,0,0
201,906.5573770491803,5530000,6100,3,0,2,0,1,0
202,907.1566731141199,4690000,5170,3,1,1,0,0,1
203,907.4074074074074,4900000,5400,4,0,1,0,0,1
204,909.7859327217126,5950000,6540,3,0,1,1,1,0
205,910.4208416833667,4543000,4990,4,0,2,1,1,0
206,911.8773946360153,5950000,6525,3,0,2,0,0,0
207,913.0434782608696,4200000,4600,3,1,2,0,0,1
208,913.0434782608696,3150000,3450,3,0,1,0,0,1
209,913.0434782608696,3150000,3450,1,0,1,0,0,0
210,916.0493827160494,3710000,4050,2,0,1,0,0,0
211,918.1818181818181,3535000,3850,3,0,1,0,0,0
212,918.3168316831683,3710000,4040,2,0,1,0,0,1
213,920.6349206349206,6090000,6615,4,0,2,1,0,1
214,922.1556886227545,4620000,5010,3,0,1,0,0,1
215,922.7272727272727,6090000,6600,3,0,1,1,1,1
216,926.791277258567,5950000,6420,3,1,1,0,1,0
217,929.0123456790124,3010000,3240,3,0,1,0,0,1
218,932.6923076923077,3395000,3640,2,0,1,0,0,0
219,933.3333333333334,4200000,4500,3,0,1,0,0,0
220,935.483870967742,4060000,4340,3,0,1,0,0,1
221,938.8020833333334,7210000,7680,4,1,2,1,0,1
222,939.8148148148148,4060000,4320,3,0,1,0,1,0
223,943.6274509803922,3850000,4080,2,0,1,0,0,1
224,943.939393939394,6230000,6600,3,1,2,0,1,0
225,946.4788732394367,8400000,8875,3,0,1,0,0,1
226,948.8888888888889,4270000,4500,2,1,1,0,0,0
227,950.0,2660000,2800,3,0,1,0,0,0
228,950.9629629629629,6419000,6750,2,0,1,1,1,0
229,951.3911096897986,5950000,6254,4,0,2,0,1,1
230,953.4848484848485,6293000,6600,3,1,2,0,1,0
231,954.0498442367601,6125000,6420,3,0,1,0,1,0
232,954.5454545454545,5250000,5500,3,0,2,0,0,1
233,958.9041095890411,3500000,3650,3,0,1,0,0,0
234,960.0,3360000,3500,4,1,1,0,0,0
235,961.5384615384615,3500000,3640,2,0,1,0,0,1
236,961.6161616161617,2380000,2475,3,0,1,0,0,0
237,962.5,5775000,6000,3,1,2,0,0,0
238,964.4444444444445,4340000,4500,3,0,2,0,0,0
239,972.2222222222222,3500000,3600,6,0,1,0,0,0
240,974.4318181818181,8575000,8800,3,1,2,0,0,0
241,975.5905511811023,6195000,6350,3,1,2,1,0,0
242,976.0119940029984,6510000,6670,3,0,1,0,1,0
243,978.4090909090909,4305000,4400,2,0,1,0,0,1
244,979.3577981651376,4270000,4360,4,0,1,0,0,0
245,979.5795795795796,4893000,4995,4,0,2,0,0,1
246,980.7692307692307,3570000,3640,2,0,1,0,0,0
247,984.0579710144928,3395000,3450,3,0,1,0,0,0
248,984.375,6300000,6400,3,1,1,1,1,1
249,985.1851851851852,3990000,4050,2,0,1,1,1,0
250,987.0,2961000,3000,2,0,1,0,0,1
251,989.6551724137931,5740000,5800,3,1,2,0,0,0
252,990.566037735849,5250000,5300,4,1,2,0,1,0
253,993.3481152993348,4480000,4510,4,1,1,0,0,1
254,996.5831435079726,3500000,3512,2,0,1,0,1,0
255,996.7637540453075,3080000,3090,2,0,1,1,0,0
256,996.9114619080302,5810000,5828,4,0,1,1,0,1
257,997.3118279569892,7420000,7440,3,1,2,1,1,1
258,997.3118279569892,7420000,7440,3,0,2,0,1,0
259,1000.0,3850000,3850,2,0,1,0,0,1
260,1003.1152647975077,4830000,4815,2,1,1,0,1,1
261,1007.5757575757576,3990000,3960,3,0,1,0,0,0
262,1012.396694214876,3675000,3630,2,0,1,0,0,0
263,1012.396694214876,3675000,3630,2,1,1,0,0,0
264,1012.8787878787879,6685000,6600,2,0,2,0,1,0
265,1013.6138613861386,4095000,4040,2,0,1,0,0,1
266,1018.1818181818181,5600000,5500,3,0,2,0,0,1
267,1019.6078431372549,3640000,3570,3,0,1,0,0,1
268,1020.8333333333334,3675000,3600,2,0,1,0,0,0
269,1020.8333333333334,4165000,4080,3,0,1,0,0,1
270,1022.8381374722838,4613000,4510,4,0,2,0,0,1
271,1023.0769230769231,6650000,6500,3,1,2,0,1,0
272,1026.392961876833,3150000,3069,2,0,1,0,0,0
273,1027.2536687631027,4900000,4770,3,0,1,1,0,1
274,1027.2536687631027,3920000,3816,2,1,1,0,0,0
275,1027.7777777777778,3885000,3780,2,0,1,1,0,1
276,1029.4117647058824,4165000,4046,3,0,1,0,0,1
277,1029.6641333660211,4200000,4079,3,0,1,0,0,1
278,1030.5555555555557,5565000,5400,5,1,1,1,1,0
279,1030.5555555555557,3710000,3600,3,0,1,0,0,0
280,1032.1022727272727,3633000,3520,3,0,1,0,1,0
281,1034.090909090909,3640000,3520,2,0,2,0,0,1
282,1034.5911949685535,3290000,3180,4,1,1,0,0,0
283,1035.15625,3710000,3584,2,0,1,0,0,1
284,1035.8255451713396,6650000,6420,3,1,2,0,1,0
285,1044.1666666666667,6265000,6000,4,0,1,1,1,0
286,1048.5416666666667,5033000,4800,2,0,1,1,0,1
287,1050.0,6300000,6000,4,0,2,0,0,1
288,1050.0,3780000,3600,2,0,1,0,0,1
289,1054.1176470588234,8960000,8500,3,1,2,0,0,0
290,1054.6706844597504,4900000,4646,3,0,1,1,0,1
291,1054.9450549450548,3360000,3185,2,0,1,0,0,0
292,1056.6037735849056,2800000,2650,3,0,1,0,0,0
293,1056.6037735849056,8400000,7950,5,0,2,0,0,0
294,1061.7283950617284,3010000,2835,2,0,1,0,0,1
295,1062.962962962963,5740000,5400,4,1,2,0,0,0
296,1065.0306748466257,4340000,4075,3,0,1,1,0,1
297,1067.8181818181818,5873000,5500,3,1,1,1,0,0
298,1071.1805555555557,4319000,4032,2,0,1,0,0,0
299,1073.9130434782608,8645000,8050,3,1,1,1,0,0
300,1074.979951884523,8043000,7482,3,0,2,0,1,0
301,1076.1494252873563,3745000,3480,2,0,1,0,1,1
302,1076.923076923077,3430000,3185,2,0,1,0,0,0
303,1084.070796460177,4900000,4520,3,1,1,0,0,1
304,1085.648148148148,4690000,4320,3,0,1,0,1,1
305,1090.342679127726,5600000,5136,3,1,1,1,1,0
306,1096.6666666666667,6580000,6000,3,1,2,0,0,1
307,1104.8333333333333,6629000,6000,3,0,1,0,1,1
308,1105.2631578947369,3780000,3420,2,0,1,0,0,1
309,1106.132075471698,7035000,6360,4,1,2,0,1,0
310,1108.0487804878048,4543000,4100,2,0,2,1,0,1
311,1108.3333333333333,6650000,6000,3,1,2,1,0,0
312,1108.8154269972451,4025000,3630,3,0,2,0,0,1
313,1108.9108910891089,4480000,4040,3,0,1,0,0,1
314,1110.576923076923,4620000,4160,3,1,1,1,0,0
315,1111.764705882353,1890000,1700,3,0,1,0,0,0
316,1112.7717391304348,4095000,3680,3,0,2,0,0,1
317,1117.3076923076924,5810000,5200,3,1,1,0,0,1
318,1118.3908045977012,4865000,4350,2,0,1,0,0,0
319,1120.0,5600000,5000,3,0,1,0,0,0
320,1120.0,4480000,4000,3,0,1,0,0,0
321,1121.7948717948718,3500000,3120,3,0,1,0,0,0
322,1121.7948717948718,4375000,3900,3,0,1,0,0,0
323,1123.7458193979933,8400000,7475,3,1,2,0,0,0
324,1125.8333333333333,6755000,6000,4,1,2,0,0,0
325,1126.3636363636363,6195000,5500,3,0,2,1,1,0
326,1126.3636363636363,6195000,5500,3,1,2,1,0,1
327,1126.984126984127,4970000,4410,4,0,3,0,0,1
328,1130.2752293577983,6160000,5450,4,1,2,0,1,1
329,1132.3529411764705,3465000,3060,3,0,1,0,0,0
330,1132.7272727272727,6230000,5500,3,0,1,0,1,0
331,1133.0128205128206,7070000,6240,4,1,2,0,0,0
332,1133.3333333333333,3570000,3150,3,0,1,0,0,0
333,1134.8484848484848,7490000,6600,3,1,1,0,1,0
334,1138.4722222222222,4098500,3600,3,1,1,0,1,0
335,1143.3333333333333,6860000,6000,3,1,1,0,0,0
336,1145.0746268656717,3836000,3350,3,0,1,0,0,0
337,1146.25,4585000,4000,3,0,1,0,0,0
338,1148.0,5740000,5000,3,1,1,0,0,1
339,1148.9130434782608,5285000,4600,2,1,2,0,0,1
340,1152.832674571805,3500000,3036,3,0,1,0,0,1
341,1153.8461538461538,4200000,3640,3,0,2,0,0,0
342,1154.42,8080940,7000,3,1,2,0,0,0
343,1158.236994219653,4007500,3460,4,1,1,0,0,1
344,1161.0576923076924,4830000,4160,3,0,1,0,0,0
345,1163.2947976878613,4025000,3460,3,1,2,0,0,0
346,1166.6666666666667,6650000,5700,3,1,1,1,1,0
347,1168.3333333333333,4907000,4200,3,0,1,0,0,0
348,1173.1225296442688,7420000,6325,3,1,1,0,0,0
349,1182.983682983683,10150000,8580,4,1,3,0,1,1
350,1184.6153846153845,9240000,7800,3,0,2,0,1,1
351,1185.3333333333333,4445000,3750,2,0,1,1,0,1
352,1187.1345029239767,8120000,6840,5,1,1,1,0,0
353,1188.2716049382716,7700000,6480,3,1,2,0,0,0
354,1189.3203883495146,4900000,4120,2,0,1,0,0,1
355,1190.0,7140000,6000,3,0,2,1,0,1
356,1190.721649484536,4620000,3880,3,0,2,0,0,1
357,1191.4893617021276,3920000,3290,2,0,1,0,0,0
358,1191.4893617021276,5600000,4700,4,1,1,1,0,0
359,1193.1818181818182,4200000,3520,3,0,1,0,1,1
360,1194.0104166666667,4585000,3840,3,0,1,0,1,1
361,1199.7019374068554,3220000,2684,2,1,1,0,0,0
362,1200.0,8400000,7000,3,1,1,0,0,1
363,1201.6666666666667,7210000,6000,3,1,2,1,0,0
364,1202.2900763358778,7875000,6550,3,1,1,0,1,0
365,1210.1063829787233,4550000,3760,3,0,1,0,0,1
366,1210.4166666666667,5810000,4800,3,1,1,0,0,0
367,1210.691823899371,3850000,3180,2,0,2,0,0,1
368,1213.1376659678547,8680000,7155,3,1,2,1,0,0
369,1213.3333333333333,3640000,3000,2,1,1,0,0,0
370,1215.3623188405797,4193000,3450,3,0,1,0,0,1
371,1218.5185185185185,9870000,8100,4,1,1,1,1,0
372,1221.698113207547,3885000,3180,4,0,2,0,0,0
373,1222.0833333333333,5866000,4800,3,0,1,1,0,0
374,1225.0,7350000,6000,3,1,2,1,0,1
375,1225.0,7350000,6000,3,1,1,0,0,0
376,1225.0,7350000,6000,4,1,2,1,0,0
377,1229.9196787148594,12250000,9960,3,0,2,0,1,1
378,1232.394366197183,5250000,4260,4,1,1,0,0,0
379,1232.7044025157234,7840000,6360,3,1,2,0,1,0
380,1237.0689655172414,5740000,4640,4,0,1,0,0,1
381,1240.0,4340000,3500,4,0,1,0,0,0
382,1242.9906542056074,4655000,3745,3,0,1,0,0,0
383,1250.0,4550000,3640,3,1,1,0,0,0
384,1254.1666666666667,7525000,6000,3,1,2,0,0,0
385,1257.9411764705883,4277000,3400,3,0,1,0,1,1
386,1260.0,7560000,6000,4,1,2,0,0,0
387,1260.0,7560000,6000,3,1,2,0,0,1
388,1264.7727272727273,5565000,4400,4,1,1,0,1,1
389,1274.3589743589744,4473000,3510,3,0,1,0,0,1
390,1282.6704545454545,4515000,3520,2,0,1,0,1,0
391,1283.3333333333333,7700000,6000,4,0,2,0,0,1
392,1286.3247863247864,4515000,3510,3,0,1,0,0,1
393,1288.0,6440000,5000,3,1,1,0,0,1
394,1292.0110192837465,4690000,3630,3,0,1,0,0,1
395,1292.6136363636363,4550000,3520,3,0,1,0,1,1
396,1300.604670558799,3118850,2398,3,0,1,0,1,1
397,1305.8103975535169,8540000,6540,4,1,2,1,1,0
398,1306.6666666666667,3920000,3000,3,0,1,0,0,1
399,1308.695652173913,4515000,3450,3,0,1,0,0,1
400,1314.176245210728,3430000,2610,3,0,1,0,1,0
401,1318.3333333333333,7910000,6000,4,1,2,0,0,1
402,1323.5294117647059,3780000,2856,3,0,1,0,1,0
403,1327.0833333333333,7962500,6000,3,1,1,1,0,0
404,1330.0,2660000,2000,2,0,1,0,0,1
405,1334.375,6405000,4800,3,1,2,1,0,0
406,1338.6454183266933,6720000,5020,3,1,1,0,1,0
407,1353.3333333333333,4060000,3000,4,1,1,0,0,1
408,1367.1875,12250000,8960,4,1,4,0,0,0
409,1368.888888888889,6160000,4500,3,1,1,0,0,0
410,1374.1610738255033,8190000,5960,3,0,3,1,0,0
411,1378.7878787878788,9100000,6600,4,1,2,1,1,0
412,1379.2834890965732,8855000,6420,3,1,2,0,1,1
413,1381.578947368421,5250000,3800,3,0,1,1,1,0
414,1393.859649122807,4767000,3420,4,0,2,0,0,1
415,1410.5,8463000,6000,3,1,2,1,1,1
416,1414.6110056925995,4473000,3162,3,1,1,0,0,0
417,1414.6511627906978,6083000,4300,6,0,2,0,0,0
418,1421.3740458015268,9310000,6550,4,1,2,0,1,1
419,1422.2824246528953,4200000,2953,3,1,1,0,0,0
420,1427.1844660194174,7350000,5150,3,1,2,0,0,1
421,1430.701754385965,4893000,3420,4,1,2,0,0,1
422,1446.6666666666667,10850000,7500,3,1,3,0,1,1
423,1515.0684931506848,5530000,3650,3,0,2,0,0,1
424,1516.6666666666667,9100000,6000,4,0,1,0,0,1
425,1519.5550771438823,4235000,2787,3,0,1,0,1,0
426,1527.2727272727273,8400000,5500,4,1,2,0,1,1
427,1528.8194444444443,4403000,2880,3,0,1,0,1,1
428,1533.7995337995337,3290000,2145,3,0,1,0,1,0
429,1536.5853658536585,6300000,4100,3,1,2,0,0,1
430,1537.7358490566037,11410000,7420,4,1,1,1,0,0
431,1553.3799533799533,3332000,2145,3,0,1,0,1,0
432,1561.0328638497654,6650000,4260,4,0,2,0,0,1
433,1599.067599067599,3430000,2145,3,0,1,0,1,0
434,1600.0,3640000,2275,3,1,1,0,1,1
435,1608.1081081081081,5950000,3700,4,1,1,1,0,0
436,1609.7560975609756,4620000,2870,2,0,1,1,1,1
437,1613.5,9681000,6000,4,0,3,1,0,1
438,1615.3846153846155,3465000,2145,3,0,1,0,1,0
439,1628.6666666666667,12215000,7500,4,1,2,0,1,0
440,1633.3333333333333,4900000,3000,3,1,1,0,0,1
441,1635.1010101010102,6475000,3960,3,0,1,0,0,1
442,1639.937106918239,5215000,3180,3,0,2,0,0,1
443,1646.039603960396,6650000,4040,3,0,1,0,0,0
444,1649.8316498316499,4900000,2970,3,0,1,0,0,1
445,1653.75,6615000,4000,3,1,2,0,0,1
446,1675.7575757575758,5530000,3300,3,0,3,0,0,1
447,1697.5,6790000,4000,3,1,2,0,1,1
448,1699.795081967213,8295000,4880,4,1,2,0,1,0
449,1703.3333333333333,5110000,3000,3,0,2,1,0,0
450,1703.3333333333333,5110000,3000,3,0,1,0,0,0
451,1704.3478260869565,9800000,5750,3,1,2,1,1,0
452,1731.3829787234042,6510000,3760,3,0,1,0,0,1
453,1733.3333333333333,5460000,3150,3,1,2,1,0,0
454,1733.7209302325582,7455000,4300,3,0,2,0,0,0
455,1758.974358974359,3430000,1950,3,0,2,0,1,0
456,1769.3014705882354,3850000,2176,2,0,1,1,1,1
457,1784.313725490196,4550000,2550,3,0,1,0,0,0
458,1792.4528301886792,13300000,7420,4,1,2,0,1,0
459,1827.5058275058275,3920000,2145,4,0,2,0,1,0
460,1885.030864197531,6107500,3240,4,0,1,0,0,1
461,1895.8333333333333,8645000,4560,3,1,2,1,0,0
462,1910.6699751861042,3850000,2015,3,0,1,0,1,1
463,1932.608695652174,8890000,4600,3,1,2,1,0,0
464,1958.041958041958,4200000,2145,3,0,1,0,1,0
465,2025.462962962963,8750000,4320,3,0,1,0,0,1
466,2640.0,9240000,3500,4,0,2,0,0,0
